# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
KELT-1 b,Confirmed,27.38,0.93,0.93,,,,1.116,0.029,0.038,1.217514,1.5e-05,1.5e-05,0.02472,0.00039,0.00039,0.01,0.007,0.01,87.6,1.9,1.3,,2012,2014-05-27,61.0,71.0,79.0,2455914.08,0.25,0.25,,,,2455914.1628,0.0023,0.0023,2456181.40403,0.00075,0.00096,2.0,16.0,16.0,,,,,,,,,,2423.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KELT-1,0.358333342,39.383611119,10.7,,,,,263.0,14.0,14.0,0.052,0.079,0.079,1.335,0.063,0.063,1.471,0.045,0.045,F5,1.75,0.25,0.25,6516.0,49.0,49.0,,,
KELT-10 b,Confirmed,0.679,0.0392,0.0393,0.679,0.039,0.039,1.399,0.049,0.069,4.166285,5.7e-05,5.7e-05,0.0525,0.00097,0.00086,,,,88.61,0.74,0.86,,2015,2015-09-11,,,,,,,,,,2457175.0439,0.0054,0.0054,,,,,,,0.23,0.14,0.11,,,,80.0,3.5,3.5,1377.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-10,284.545833337,-47.003333336,10.8,,,,,183.0,14.0,14.0,0.09,0.11,0.11,1.112,0.061,0.055,1.209,0.035,0.047,,4.5,0.7,0.7,5948.0,74.0,74.0,,,
KELT-11 b,Confirmed,0.195,0.019,0.019,,,,1.37,0.12,0.18,4.736529,5.9e-05,6.8e-05,0.06229,0.00076,0.00088,0.0,,,85.8,1.8,2.4,,2016,2016-07-11,,,,,,,,,,2457440.8323,0.0036,0.0042,2457059.5415,0.0027,0.0027,,,,0.36,0.2,0.13,,,,18.5,1.7,1.7,1712.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-11,161.70833335,-9.399166687,8.0,,,,,98.0,5.0,5.0,0.18,0.075,0.075,1.438,0.052,0.061,2.72,0.17,0.21,G8,,,,5370.0,51.0,51.0,,,HD 93396
KELT-12 b,Confirmed,0.95,0.14,0.14,0.95,0.14,0.14,1.79,0.17,0.18,5.03145,4.5e-05,4.5e-05,0.0671,0.0013,0.00099,,,,84.46,0.98,1.1,,2016,2016-08-17,,,,,,,,,,,,,2456804.4161,0.0044,0.0044,,,,0.587,0.095,0.095,,,,82.0,11.0,12.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-12,267.640495845,36.5702194586,10.585,,,,,360.0,25.0,25.0,0.19,0.085,0.083,1.592,0.091,0.071,2.37,0.18,0.18,,2.2,0.1,0.1,6278.0,51.0,51.0,,,"2MASS J17503372+3634128, TYC 2619-1057-1"
KELT-15 b,Confirmed,0.92,0.23,0.23,0.91,0.22,0.22,1.443,0.057,0.11,3.329441,1.6e-05,1.6e-05,0.04613,0.00065,0.00065,,,,79.67,0.8,0.8,,2015,2015-10-01,,,,,,,,,,2457091.02863,0.00047,0.00047,2457027.5016,0.0073,0.0078,,,,0.2,0.14,0.18,,,,110.0,26.0,26.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-15,117.41666668,-52.120555561,11.44,,,,,201.0,19.0,19.0,0.047,0.032,0.032,1.181,0.05,0.05,1.481,0.041,0.091,,,,,6003.0,50.0,50.0,,,
KELT-16 b,Confirmed,2.75,0.15,0.16,2.74,0.15,0.15,1.415,0.067,0.084,0.9689951,2e-06,2e-06,0.02044,0.00026,0.00024,,,,,,,,2016,2016-08-03,,,,,,,2457247.24791,0.00019,0.00019,,,,,,,,,,,,,,,,494.0,25.0,25.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit," 2MASS J20570443+3139397 b,  TYC 2688-1839-1 b",,KELT-16,314.268479168,31.6609916885,11.9,,,,,365.0,20.0,20.0,-0.002,0.085,0.086,1.211,0.046,0.043,1.36,0.053,0.064,F7V,2.9,0.2,0.2,6236.0,54.0,54.0,,," 2MASS J20570443+3139397,  TYC 2688-1839-1"
KELT-17 b,Confirmed,1.31,0.29,0.29,,,,1.525,0.06,0.065,3.0801716,5.3e-06,5.3e-06,0.04881,0.00061,0.00065,,,,,,,,2015,2016-07-14,,,,,,,,,,2457226.142194,0.00033,0.00033,,,,244.0,4.0,4.0,,,,,,,131.0,29.0,29.0,2087.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-17,125.616666676,13.735277794,9.29,,,,,210.0,10.0,10.0,-0.018,0.072,0.074,1.635,0.061,0.066,1.645,0.055,0.06,A,,,,7454.0,49.0,49.0,,,
KELT-18 b,Confirmed,1.18,0.11,0.11,,,,1.57,0.036,0.042,2.8717518,2.8e-06,2.8e-06,0.0455,0.00069,0.00069,0.0,,,88.86,1.2,0.79,,2017,2017-02-07,,,,,,,,,,2457591.3461,0.0016,0.0016,2457541.08916,0.00039,0.00039,,,,0.102,0.071,0.1,,,,127.0,13.0,13.0,2120.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-18,216.525000002,59.444166684,10.1,,,,,311.0,14.0,14.0,0.09,0.13,0.13,1.524,0.069,0.069,1.908,0.035,0.042,F4V,1.9,0.2,0.2,6670.0,120.0,120.0,,,
KELT-2A b,Confirmed,1.486,0.088,0.088,,,,1.306,0.067,0.067,4.1137914,1e-05,1e-05,0.05498,0.0004,0.0004,0.185,0.08,0.08,,,,0.000427,2012,2012-06-11,160.0,110.0,110.0,2455974.83,1.2,1.2,,,,2455974.60356,0.00084,0.00084,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KELT-2 A,92.6625,30.9572222,8.7,,,,,128.9,8.8,8.8,-0.015,0.071,0.071,1.31,0.03,0.03,1.842,0.071,0.071,F7V,,,,6148.0,49.0,49.0,,,
KELT-3 b,Confirmed,1.418,0.07,0.07,,,,1.333,0.08,0.08,2.7033902,1e-05,1e-05,0.04117,0.00067,0.00067,0.0,,,84.6,0.4,0.4,,2012,2015-08-20,,,,,,,,,,2456707.438255,0.000207,0.000207,,,,,,,,,,,,,,,,,,,,,,,,3.296,Submitted to a professional journal,Primary Transit,,,,,KELT-3,148.6417,40.3881,9.8,,,,,178.0,16.0,16.0,0.048,0.081,0.081,1.282,0.062,0.062,1.482,0.064,0.064,F,3.0,0.2,0.2,6304.0,49.0,49.0,,,
KELT-4A b,Confirmed,0.884,0.0683,0.0717,0.878,0.067,0.07,1.706,0.076,0.085,2.9895933,4.9e-06,4.9e-06,0.04321,0.00077,0.00085,0.03,0.021,0.016,83.11,0.57,0.48,,2013,2016-02-05,300.0,130.0,110.0,2456190.30201,0.00022,0.00022,,,,,,,2456188.815,0.032,0.047,30.0,74.0,95.0,0.689,0.0012,0.0012,,,,108.6,7.4,7.4,1827.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,KELT-4 A,0.0,0.0,,,,,,211.0,13.0,13.0,-0.116,0.071,0.067,1.204,0.063,0.072,1.61,0.068,0.078,F,4.38,0.88,0.81,6207.0,76.0,76.0,,,
KELT-6 b,Confirmed,0.442,0.0191,0.0192,0.442,0.019,0.019,1.18,0.11,0.11,7.845582,7e-07,7e-07,0.08,0.001,0.001,0.029,0.016,0.016,88.81,0.91,0.79,,2013,2015-08-27,308.0,272.0,30.0,,,,,,,2457124.50954,0.00057,0.00057,,,,324.0,11.0,11.0,0.2,0.14,0.14,,,,41.8,1.1,1.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-6,195.9833,30.64,10.38,,,,,,,,-0.27,0.06,0.06,1.126,0.058,0.058,1.529,0.137,0.143,F,4.9,0.46,0.66,6272.0,61.0,61.0,,,
KELT-7 b,Confirmed,1.29,0.182,0.182,1.28,0.18,0.18,1.533,0.047,0.047,2.7347749,3.9e-06,3.9e-06,0.04415,0.00062,0.00052,,,,83.76,0.38,0.38,,2015,2016-05-09,,,,,,,,,,2456223.9592,0.0017,0.0017,2456222.5918,0.0017,0.0017,,2.7,2.7,0.6,,,,,,138.0,19.0,19.0,2048.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-7,78.295833337,33.318055563,8.54,,,,,129.0,8.0,8.0,0.139,0.08,0.08,1.535,0.066,0.054,1.732,0.045,0.045,,1.3,0.2,0.2,6789.0,50.0,50.0,,,
KELT-8 b,Confirmed,0.874,0.0669,0.0678,0.867,0.065,0.065,1.86,0.18,0.18,3.24406,0.00016,0.00016,0.04571,0.00084,0.00096,0.035,0.025,0.05,82.65,1.0,0.8,,2015,2016-09-16,85.0,97.0,87.0,2456870.47,0.86,0.75,,,,2456883.4803,0.0007,0.0007,2456868.886,0.043,0.049,,,,0.763,0.057,0.097,,,,104.0,6.4,6.4,1675.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KELT-8,283.304166671,24.127500011,10.83,,,,,236.0,9.0,9.0,0.27,0.04,0.04,1.211,0.066,0.078,1.67,0.14,0.14,G2V,5.4,0.5,0.5,5754.0,55.0,55.0,,,HD 343246
KIC 12557548 b,Confirmed,6.3e-05,0.0,2.989,,,,0.0758320560836,0.0133821275441655,0.0133821275441655,0.653553,1e-07,1e-07,0.013,,,,,,,,,,2012,2016-07-16,,,,,,,,,,2455399.824,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KIC 12557548,290.9667,51.5047,16.0,,,,,470.0,,,-0.173,,,0.7,0.08,0.04,0.65,0.05,0.04,K4V,,,,4412.0,,,,,
KOI-1089.02,Confirmed,0.64,0.0,0.64,,,,0.625,0.083,0.083,12.21826,1e-05,1e-05,,,,0.5,0.0,0.5,87.6,0.44,0.44,,2014,2014-07-04,3.48,0.55,0.55,,,,,,,2454973.32089,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-418,294.433333348,38.355555567,15.0,,,,,,,,-0.05,0.1,0.1,0.98,0.08,0.08,1.094,0.14,0.14,,7.0,3.0,4.0,5820.0,100.0,100.0,,,
KOI-1843 b,Confirmed,0.001,0.0005,0.001,,,,0.052,0.007,0.01,0.1768913,2e-07,2e-07,,,,,,,72.0,20.0,12.0,,2013,2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KOI-1843,285.0125,40.2208,,,12.0,,,,,,0.0,0.1,0.1,0.46,0.05,0.08,0.45,0.05,0.08,,,,,3584.0,65.0,65.0,,,
KOI-188 b,Confirmed,0.25,0.08,0.08,0.25,0.08,0.08,0.978,0.022,0.022,3.79701816,1.9e-07,1.9e-07,0.0464,0.0008,0.0008,0.33,0.0,0.33,87.02,0.08,0.08,,2014,2016-01-10,,,,,,,,,,2454966.508785,3.9e-05,3.9e-05,,,,,,,0.602,,,,,,34.0,10.0,10.0,1070.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-188,290.358333342,40.56777779,15.0,,,,,650.0,20.0,20.0,0.24,0.11,0.11,0.93,0.05,0.05,0.86,0.025,0.025,K1V,5.0,4.0,4.0,5170.0,70.0,70.0,,,
KOI-192 b,Confirmed,0.29,0.09,0.09,0.29,0.09,0.09,1.23,0.21,0.21,10.290994,1.1e-06,1.1e-06,0.091,0.01,0.01,0.57,0.0,0.57,89.5,0.45,0.45,,2014,2016-01-10,,,,,,,,,,2454970.02207,9e-05,9e-05,,,,,,,,0.09,0.09,,,,29.8,9.1,9.1,1100.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-192,288.254166667,43.705000018,14.5,,,,,1100.0,150.0,150.0,-0.19,0.07,0.07,0.96,0.06,0.06,1.35,0.2,0.2,G2V,7.0,4.0,4.0,5800.0,70.0,70.0,,,
KOI-195 b,Confirmed,0.34,0.08,0.08,0.34,0.08,0.08,1.09,0.03,0.03,3.21751883,1.9e-07,1.9e-07,0.0414,0.001,0.001,0.18,0.0,0.18,85.74,0.06,0.06,,2014,2014-10-29,,,,,,,,,,2454966.63196,4.7e-05,4.7e-05,,,,,,,0.718,0.007,0.007,,,,50.0,10.0,10.0,1300.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-195,289.433333348,49.473333348,15.0,,,,,880.0,30.0,30.0,-0.21,0.08,0.08,0.91,0.06,0.06,0.92,0.025,0.025,G1V,6.0,4.0,4.0,5725.0,90.0,90.0,,,
KOI-2700 b,Confirmed,0.00270584903879,0.00270584903879432,0.0,,,,0.0945670346454,0.0945670346454,0.0,0.910022,5e-06,5e-06,,,,,,,,,,,2013,2014-08-22,,,,,,,,,,2454900.358,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KOI-2700,297.004166667,44.775000022,15.9,,,,,,,,-0.2,,,0.632,0.063,0.063,0.574,0.05,0.05,,,,,4433.0,66.0,66.0,,,
KOI-415 b,Confirmed,62.14,2.69,2.69,,,,0.79,0.07,0.12,166.78805,0.00022,0.00022,0.593,0.013,0.013,0.698,0.002,0.002,89.31,0.38,0.4,,2013,2016-08-10,44.9,0.6,0.6,,,,,,,2455078.14187,0.00063,0.00063,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-415,293.306050004,41.6063722393,,,13.049,,,,,,-0.24,0.11,0.11,0.94,0.06,0.06,1.25,0.1,0.15,G0IV,10.5,2.2,2.2,5810.0,80.0,80.0,,,
KOI-620.02,Confirmed,0.0239121542963,0.00346096970078344,0.00346096970078344,,,,0.865377581189,0.0446070918138849,0.0446070918138849,130.194,0.005,0.002,0.509,0.02,0.02,0.008,0.008,0.011,,,,,2014,2014-05-30,,,,,,,,,,2455695.9323,0.0004,0.0004,,,,,,,,,,,,,,,,381.0,,,,,,,,,Published in a refereed paper,TTV,,,,,Kepler-51,296.4792,49.9378,15.0,,,,,,,,,,,1.0,,,0.91,,,,,,,5803.0,,,,,
KOI-830 b,Confirmed,1.27,0.19,0.19,1.27,0.19,0.19,1.08,0.03,0.03,3.52563254,1.5e-07,1.5e-07,0.0433,0.0009,0.0009,0.22,0.0,0.22,89.36,0.043,0.043,,2014,2014-10-29,,,,,,,,,,2455003.04801,3.2e-05,3.2e-05,,,,,,,0.13,,,,,,108.0,26.0,26.0,1070.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,KOI-830,290.58333334,40.57750002,15.5,,,,,730.0,25.0,25.0,0.09,0.17,0.17,0.87,0.05,0.05,0.8,0.02,0.02,,5.0,4.0,4.0,5150.0,100.0,100.0,,,
Kepler-10 b,Confirmed,0.0104772991851,0.00154170468489444,0.00154170468489444,,,,0.1314,0.0023,0.0023,0.83749026,2.9e-07,2.9e-07,0.01685,0.00013,0.00013,0.06,0.06,0.16,84.8,3.9,3.9,9.7e-05,2011,2015-11-25,,,,,,,,,,2455034.08687,0.00018,0.00018,,,,,,,,,,,,,,,,2169.0,,,,,0.58,0.25,0.23,,Published in a refereed paper,Primary Transit,,,,,Kepler-10,285.6791667,50.2413889,11.16,,,,,173.0,27.0,27.0,-0.15,0.04,0.04,0.91,0.021,0.021,1.065,0.009,0.009,G,10.6,1.5,1.5,5708.0,28.0,28.0,,,
Kepler-10 c,Confirmed,0.0541183663676,0.00597923646649,0.00598311191399,0.0541169807759,0.00597803857408048,0.00597803857408048,0.2072,0.0025,0.0025,45.294301,4.8e-05,4.8e-05,0.241,0.0019,0.0019,0.05,0.05,0.2,89.59,0.43,0.25,0.001391,2011,2015-11-25,,,,,,,,,,2455062.26648,0.0081,0.0081,,,,,,,,,,,,,,,,584.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-10,285.6791667,50.2413889,11.16,,,,,173.0,27.0,27.0,-0.15,0.04,0.04,0.91,0.021,0.021,1.065,0.009,0.009,G,10.6,1.5,1.5,5708.0,28.0,28.0,,,
Kepler-100 b,Confirmed,0.0231,0.01,0.01,0.0231,0.01,0.01,0.1164,0.0027,0.0027,6.887037,4.7e-05,4.7e-05,,,,0.13,0.13,0.27,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.54,0.02,0.02,,,,1.9,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-100,291.385833344,41.990000025,,,,,,310.34,9.63,0.49,0.02,0.1,0.1,1.109,0.02,0.02,1.5131,0.011,0.0093,,6.5,0.56,0.46,5825.0,75.0,75.0,,,KOI-41
Kepler-100 c,Confirmed,0.0027,0.013,0.013,0.0027,0.013,0.013,0.1981,0.002,0.002,12.815909,2.6e-05,2.6e-05,,,,0.02,0.01,0.15,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.05,0.04,0.04,,,,0.18,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-100,291.385833344,41.990000025,,,,,,310.34,9.63,0.49,0.02,0.1,0.1,1.109,0.02,0.02,1.5131,0.011,0.0093,,6.5,0.56,0.46,5825.0,75.0,75.0,,,KOI-41
Kepler-100 d,Confirmed,0.0094,0.0094,0.0,0.0094,0.0094,0.0,0.1351,0.003,0.003,35.33313,0.00043,0.00043,,,,0.38,0.16,0.12,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.75,0.01,0.01,,,,-0.79,1.0,1.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-100,291.385833344,41.990000025,,,,,,310.34,9.63,0.49,0.02,0.1,0.1,1.109,0.02,0.02,1.5131,0.011,0.0093,,6.5,0.56,0.46,5825.0,75.0,75.0,,,KOI-41
Kepler-102 b,Confirmed,0.0013,0.005,0.005,,,,0.042,0.002,0.002,5.28696,,,0.055,,,,,,,,,,2014,2015-12-10,,,,,,,,,,,,,,,,,,,0.06,0.06,0.06,,,,0.19,0.7,0.7,792.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI 82.05,,Kepler-102,281.482727,47.208031,11.492,11.15,9.984,9.446,9.351,,,,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4809.0,41.0,41.0,,,"KIC 10187017, KOI-82"
Kepler-102 c,Confirmed,0.009,inf,nan,0.009,inf,nan,0.052,0.002,0.002,7.07142,,,0.067,,,,,,,,,,2013,2015-12-10,,,,,,,,,,,,,,,,,,,0.06,0.05,0.05,,,,-1.0,0.6,0.6,718.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI 82.04,,Kepler-102,281.482727,47.208031,11.492,11.15,9.984,9.446,9.351,,,,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4809.0,41.0,41.0,,,"KIC 10187017, KOI-82"
Kepler-102 d,Confirmed,0.0082,0.0035,0.0041,,,,0.104,0.006,0.004,10.3117,,,,,,,,,,,,,2014,2015-12-09,,,,2454972.9875,0.0032,0.0032,,,,,,,,,,,,,0.22,0.05,0.05,,,,1.37,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI 82.02,,Kepler-102,281.482727,47.208031,11.492,11.15,9.984,9.446,9.351,,,,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4809.0,41.0,41.0,,,"KIC 10187017, KOI-82"
Kepler-102 e,Confirmed,0.0281,0.0063,0.0063,,,,0.198,0.006,0.006,16.14569,3e-05,3e-05,0.117,0.003,0.003,0.0,0.0,0.4,89.56,0.64,0.44,,2013,2015-12-09,360.0,235.0,0.0,,,,,,,,,,,,,,,,0.3,0.03,0.03,,,,2.77,0.6,0.6,579.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI 82.01,,Kepler-102,281.482727,47.208031,11.492,11.15,9.984,9.446,9.351,,,,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4809.0,41.0,41.0,,,"KIC 10187017, KOI-82"
Kepler-102 f,Confirmed,0.002,0.01,0.01,,,,0.079,0.003,0.003,27.4536,,,0.165,,,,,,,,,,2013,2015-12-09,,,,,,,,,,,,,,,,,,,0.57,0.03,0.03,,,,2.11,0.8,0.8,457.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI 82.03,,Kepler-102,281.482727,47.208031,11.492,11.15,9.984,9.446,9.351,,,,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4809.0,41.0,41.0,,,"KIC 10187017, KOI-82"
Kepler-103 b,Confirmed,0.031,0.027,0.027,0.031,0.027,0.027,0.3101,0.0035,0.0035,15.965316,1.8e-05,1.8e-05,,,,0.03,0.03,0.2,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.72,0.01,0.01,,,,2.32,2.1,2.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-103,288.859541675,40.0645277904,12.287,12.132,11.193,10.941,10.873,473.56,14.51,14.51,0.07,0.11,0.11,1.099,0.03,0.019,1.455,0.013,0.024,,6.67,0.62,0.69,5845.0,88.0,88.0,,,"KIC 4914423, KOI-108"
Kepler-103 c,Confirmed,0.114,0.079,0.079,,,,0.4745,0.0046,0.0046,179.6133,0.0047,0.0047,,,,0.02,0.02,0.19,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.44,0.02,0.02,,,,3.85,2.7,2.7,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-103,288.859541675,40.0645277904,12.287,12.132,11.193,10.941,10.873,473.56,14.51,14.51,0.07,0.11,0.11,1.099,0.03,0.019,1.455,0.013,0.024,,6.67,0.62,0.69,5845.0,88.0,88.0,,,"KIC 4914423, KOI-108"
Kepler-105 c,Confirmed,0.014,0.003,0.003,,,,0.117,0.006,0.006,7.125939,1.7e-05,1.7e-05,0.072,,,,,,,,,,2014,2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,TTV,Primary Transit,,,Kepler-105,287.88732915,46.276237,,,11.811,11.555,11.503,,,,-0.22,0.47,0.47,1.28,0.12,0.12,1.16,0.24,0.24,,,,,5873.0,100.0,100.0,,,
Kepler-106 b,Confirmed,0.00047,0.0088,0.0088,0.00047,0.0088,0.0088,0.073,0.01,0.01,6.16486,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.39,0.15,0.15,,,,0.05,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1.0,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858.0,114.0,114.0,,,"KIC 8395660, KOI-116"
Kepler-106 c,Confirmed,0.03285,0.01,0.01,,,,0.223,0.029,0.029,13.5708,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.69,0.03,0.03,,,,2.71,0.08,0.08,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1.0,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858.0,114.0,114.0,,,"KIC 8395660, KOI-116"
Kepler-106 d,Confirmed,0.025,0.025,0.0,,,,0.085,0.012,0.012,23.9802,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.45,0.11,0.11,,,,-2.84,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1.0,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858.0,114.0,114.0,,,"KIC 8395660, KOI-116"
Kepler-106 e,Confirmed,0.03514,0.018,0.018,0.03514,0.018,0.018,0.228,0.029,0.029,43.8445,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.28,0.13,0.13,,,,1.95,1.0,1.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1.0,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858.0,114.0,114.0,,,"KIC 8395660, KOI-116"
Kepler-109 b,Confirmed,0.0041,0.017,0.017,,,,0.2086,0.003,0.003,6.481637,8e-06,8e-06,,,,0.21,0.21,0.09,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.58,0.02,0.02,,,,0.29,1.8,1.8,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-109,290.392708345,40.284861118,12.365,12.206,11.314,11.046,11.001,464.73,15.28,14.88,-0.08,0.1,0.1,1.069,0.04,0.04,1.339,0.015,0.017,,6.35,1.05,1.05,5952.0,75.0,75.0,,,"KIC 5094751, KOI-123"
Kepler-109 c,Confirmed,0.00698,0.025,0.025,,,,0.235,0.0038,0.0038,21.22262,3e-05,3e-05,,,,0.03,0.03,0.19,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.16,0.08,0.08,,,,0.43,1.5,1.5,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-109,290.392708345,40.284861118,12.365,12.206,11.314,11.046,11.001,464.73,15.28,14.88,-0.08,0.1,0.1,1.069,0.04,0.04,1.339,0.015,0.017,,6.35,1.05,1.05,5952.0,75.0,75.0,,,"KIC 5094751, KOI-123"
